NVT Name,Summary,Vulnerability Insight,Impact,target,id
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,Log,c39964da-a7ad-4c4f-abe3-b8ba0c8ee988
"Diffie-Hellman Ephemeral Key Exchange DoS Vulnerability (SSH, D(HE)ater)","The remote SSH server is supporting Diffie-Hellman ephemeral
  (DHE) Key Exchange (KEX) algorithms and thus could be prone to a denial of service (DoS)
  vulnerability.","'- CVE-2002-20001: The Diffie-Hellman Key Agreement Protocol
  allows remote attackers (from the client side) to send arbitrary numbers that are actually not
  public keys, and trigger expensive server-side DHE modular-exponentiation calculations, aka a
  D(HE)ater attack. The client needs very little CPU resources and network bandwidth. The attack may
  be more disruptive in cases where a client can require a server to select its largest supported
  key size. The basic attack scenario is that the client must claim that it can only communicate
  with DHE, and the server must be configured to allow DHE.

  - CVE-2022-40735: The Diffie-Hellman Key Agreement Protocol allows use of long exponents that
  arguably make certain calculations unnecessarily expensive, because the 1996 van Oorschot and
  Wiener paper found that '(appropriately) short exponents' can be used when there are adequate
  subgroup constraints, and these short exponents can lead to less expensive calculations than for
  long exponents. This issue is different from CVE-2002-20001 because it is based on an observation
  about exponent size, rather than an observation about numbers that are not public keys. The
  specific situations in which calculation expense would constitute a server-side vulnerability
  depend on the protocol (e.g., TLS, SSH, or IKE) and the DHE implementation details. In general,
  there might be an availability concern because of server-side resource consumption from DHE
  modular-exponentiation calculations. Finally, it is possible for an attacker to exploit this
  vulnerability and CVE-2002-20001 together.

  - CVE-2024-41996: Validating the order of the public keys in the Diffie-Hellman Key Agreement
  Protocol, when an approved safe prime is used, allows remote attackers (from the client side) to
  trigger unnecessarily expensive server-side DHE modular-exponentiation calculations. The client
  may cause asymmetric resource consumption. The basic attack scenario is that the client must claim
  that it can only communicate with DHE, and the server must be configured to allow DHE and validate
  the order of the public key.","This vulnerability allows remote attackers (from the client side)
  to send arbitrary numbers that are actually not public keys, and trigger expensive server-side DHE
  modular-exponentiation calculations, also known as a D(HE)ater attack.

  There could be an increase in CPU usage in the affected component. For OpenSSH, users may observe
  issues such as a slowdown in SSH connections.",High,167b3cfc-cca5-4dea-b8d3-16ef066b236c
"PHP < 5.5.35, 5.6.x < 5.6.21, 7.x < 7.0.6 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Improper validation of TIFF start data in 'exif_process_TIFF_in_JPEG' function in
  'ext/exif/exif.c' script.

  - Improper validation of IFD sizes in 'exif_process_TIFF_in_JPEG' function in 'ext/exif/exif.c'
  script.

  - Improper construction of spprintf arguments, in 'exif_process_TIFF_in_JPEG' function in
  'ext/exif/exif.c' script.

  - Error in 'grapheme_strpos function' in 'ext/intl/grapheme/grapheme_string.c'.

  - Error in 'xml_parse_into_struct' function in 'ext/xml/xml.c' script.

  - The 'bcpowmod' function in 'ext/bcmath/bcmath.c' improperly modifies certain data structures.

  - Improper validation of input passed to 'bcpowmod' function in 'ext/bcmath/bcmath.c' script.

  - Error in 'grapheme_strpos' function in ext/intl/grapheme/grapheme_string.c script.","Successfully exploiting these issues allow remote attackers to
  cause a denial of service (out-of-bounds read) or possibly have unspecified other impact.",Critical,02c960ac-51a4-4c5e-9d7e-43dead9270cb
PHP <= 5.6.0 PEAR Symlink Attack Vulnerability,"PHP is prone to a symlink attack vulnerability in the included
  PEAR installer.","The PEAR_REST class in REST.php in PEAR allows local users to
  write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in
  /tmp/pear/cache/, related to the retrieveCacheFirst and useLocalCache functions.",,Low,308c61a2-b6e2-4516-8619-f92a4f489867
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,26b5b311-6e98-42c1-a2d8-16a2dcea84fb
Apache Tomcat DoS Vulnerability (Jul 2025) - Linux,"Apache Tomcat is prone to a denial of service (DoS)
  vulnerability.","A race condition on connection close could trigger a JVM crash
  when using the APR/Native connector leading to a DoS. This was particularly noticeable with
  client initiated closes of HTTP/2 connections.",,High,1acfc186-bf60-4234-a44e-591b2326a2e8
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,0fdec168-4e77-45e5-ac0e-0f0472f88317
Apache HTTP Server End of Life (EOL) Detection - Linux,"The Apache HTTP Server version on the remote host has reached
  the End of Life (EOL) and should not be used anymore.",,"An EOL version of the Apache HTTP Server is not receiving any
  security updates from the vendor. Unfixed security vulnerabilities might be leveraged by an
  attacker to compromise the security of this host.",Critical,8f4d6165-d33b-450e-bede-a6db455178e4
vsftpd Compromised Source Packages Backdoor Vulnerability,vsftpd is prone to a backdoor vulnerability.,"The tainted source package contains a backdoor which opens a
  shell on port 6200/tcp.","Attackers can exploit this issue to execute arbitrary commands in
  the context of the application. Successful attacks will compromise the affected application.",Critical,e455d47b-b830-41e3-a908-4f44e40c5011
Oracle MySQL Server <= 5.7.35 / 8.0 <= 8.0.26 Security Update (cpuoct2021) - Linux,Oracle MySQL Server is prone to multiple vulnerabilities.,,,Critical,9c661804-fe31-4aa4-9938-06ded5af6504
jQuery < 3.4.0 Object Extensions Vulnerability,"jQuery is prone to multiple vulnerabilities regarding property
  injection in Object.prototype.","The following flaws exist:

  - CVE-2019-5428: A prototype pollution vulnerability exists that allows an attacker to inject
  properties on Object.prototype.

  - CVE-2019-11358: jQuery mishandles jQuery.extend(true, {}, ...) because of Object.prototype
  pollution. If an unsanitized source object contained an enumerable __proto__ property, it could
  extend the native Object.prototype.",,Medium,e5ddaf41-4722-438f-adb0-7f257d648c26
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,0bf5be8d-ac45-4420-bcc1-410264714ef2
"PHP < 5.4.32, 5.5.x < 5.5.16 DoS Vulnerability",PHP is prone to a denial of service (DoS) vulnerability.,"A NULL pointer dereference error exists in the
  'gdImageCreateFromXpm' function within LibGD.","Successful exploitation will allow remote attackers to conduct
  denial of service attacks.",Medium,7acaf5e0-0d18-4cd9-9e7e-30ab31353b56
Apache Tomcat DoS Vulnerability (Jul 2024) - Linux,"Apache Tomcat is prone to a denial of service (DoS)
  vulnerability.","When processing an HTTP/2 stream, Tomcat did not handle some
  cases of excessive HTTP headers correctly. This led to a miscounting of active HTTP/2 streams
  which in turn led to the use of an incorrect infinite timeout which allowed connections to remain
  open which should have been closed.",,High,8aebe9c0-34a0-4b76-b815-9c7fd2f82133
"Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities",Samba is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2020-25718: Samba AD DC does not correctly sandbox Kerberos tickets issued by an RODC

  - CVE-2020-25719: Samba AD DC does not always rely on the SID and PAC in Kerberos tickets

  - CVE-2020-25721: Kerberos acceptors need easy access to stable AD identifiers (eg objectSid)

  - CVE-2020-25722: Samba AD DC does not do suffienct access and conformance checking of data
  stored

  - CVE-2021-3738: Use after free in Samba AD DC RPC server",,High,2688916d-faa6-4b55-80c9-1969ba8ddee0
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,0c41de7e-1f35-4eb7-8434-0d48191d9c94
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,277d0ee3-c2a0-4d8a-b768-fe96e79c7039
PHP < 5.6.5 Multiple Vulnerabilities (Jan 2015),PHP is prone to multiple vulnerabilities.,"A free operation on a stack-based character array is performed
  by the apprentice_load function in libmagic/apprentice.c in the Fileinfo component.","Successful exploitation will allow remote attackers to cause a
  denial of service or possibly have unspecified other impact.",High,03b073be-7597-4342-9a64-3e516ab60c37
Samba Man in the Middle Security Bypass Vulnerability (Heimdal),Samba is prone to a MITM authentication validation bypass vulnerability.,"The flaw is due to error in function
  '_krb5_extract_ticket' where the KDC-REP service name must be obtained from
  encrypted version stored in 'enc_part' instead of the unencrypted version
  stored in 'ticket'. Use of the unencrypted version provides an opportunity
  for successful server impersonation and other attacks.","Successfully exploiting this issue will allow
  a MITM attacker to impersonate a trusted server and thus gain elevated access
  to the domain by returning malicious replication or authorization data.",High,021f278a-142b-4eb0-a68c-94d9683ee730
"PHP < 4.4.5, 5.1.x < 5.1.7, 5.2.x < 5.2.6 DoS Vulnerability",PHP is prone to a denial of service (DoS) vulnerability.,"An error occurs in the 'mbstring.func_overload' setting in
  .htaccess file. It can be exploited via modifying behavior of other sites hosted on the same web
  server which causes this setting to be applied to other virtual hosts on the same server.","Successful exploitation will let the local attackers to crash
  an affected web server.",Low,fc44feff-875f-4fcb-ba06-dd8e8b7cf2e8
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,2fdd9165-c529-498e-93ab-3d1e83607ecd
"PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Inadequate boundary checks on user-supplied input by 'phar_fix_filepath' function in
  'ext/phar/phar.c' script.

  - Improper validation of file pointer in the 'phar_convert_to_other' function in
  'ext/phar/phar_object.c' script.","Successfully exploiting these issues allow remote attackers to
  execute arbitrary code in the context of the PHP process. Failed exploit attempts will likely
  crash the webserver.",Critical,198988c0-a8a2-4d73-96e7-5f938a3ebe6b
